기관ID,주소,병원분류명,응급실운영여부(T/F),비고,기관설명상세,간이약도,기관명,대표전화1,응급실전화,평일진료시간,토요일진료시간,일요일진료시간,공휴일진료시간,병원경도,병원위도,진료과
A1102271,"서울특별시 도봉구 도당로13길 16, 2층 (방학동)",의원,F,점심시간12:30~14:00,점심시간 13:00~14:00,강남 을지병원 뒷골목,토마토마취통증의학과의원,02-3492-7113,02-3468-3060,08:30~18:30,08:00~14:00,10:00~13:00,09:00~14:00,127.0355798,37.66555287,내과
A1118549,"서울특별시 강남구 선릉로 755, 4층 (논현동, 진성빌딩)",의원,F,점심시간12:30~14:00,점심시간 13:00~14:00,강남 을지병원 뒷골목,토마토성형외과의원,02-556-9158,02-3468-3060,10:00~18:00,10:00~15:00,10:00~13:00,09:00~14:00,127.0391812,37.52202375,가정의학과
A1105448,"서울특별시 송파구 풍성로25나길 4, 1층 (풍납동)",의원,F,점심시간12:30~14:00,점심시간 13:00~14:00,오류역 3번출구 본죽 2층,토성의원,02-472-7575,02-3468-3060,09:00~18:00,09:00~13:00,10:00~13:00,09:00~14:00,127.1203386,37.53521726,내과
A1117703,"서울특별시 관악구 봉천로 488, 9층 (봉천동, 서호빌딩)",의원,F,일요일 휴무 / 공휴일 진료는 일주일 전 홈페이지 안내,점심시간 13:00~14:00,서울대입구역 8번 출구,톡스앤필의원,02-873-7979,02-3468-3060,11:00~20:00,10:00~17:00,10:00~13:00,09:00~14:00,126.953907,37.48147599,가정의학과
A1116219,"서울특별시 강동구 천호대로157길 14, 나비빌딩 14층 (천호동)",의원,F,일요일 휴무 / 공휴일 진료는 일주일 전 홈페이지 안내,점심시간 13:00~14:00,서울대입구역 8번 출구,톡스앤필의원,02-473-9599,02-3468-3060,10:30~21:00,10:00~16:30,10:00~13:00,09:00~14:00,127.1272907,37.53823013,가정의학과
A1117700,"서울특별시 서초구 강남대로 415, 대동빌딩 10, 11층 (서초동)",의원,F,점심시간 13:00~14:00,매월 마지막주 수요일 17시까지 진료,서울대입구역 8번 출구,톡스앤필의원,02-535-2462,02-3468-3060,11:00~20:00,10:00~16:30,10:00~13:00,09:00~14:00,127.0263407,37.49955986,가정의학과
A1119788,"서울특별시 송파구 송파대로 167, B동 310호 (문정동, 문정역테라타워)",의원,F,점심시간 13:00~14:00,매월 마지막주 수요일 17시까지 진료,서울대입구역 8번 출구,톡스앤필의원,02-2054-8540,02-3468-3060,10:30~20:30,10:00~16:30,10:00~13:00,09:00~14:00,127.1209314,37.48466312,가정의학과
A1119965,"서울특별시 강서구 마곡중앙6로 93, 열린프라자 801,802,803호 (마곡동)",의원,F,점심시간 13:00~14:00,매월 마지막주 수요일 17시까지 진료,발산역 1번 출구,톡스앤필의원(강서점),02-2668-7785,02-3468-3060,10:30~20:30,10:30~16:30,10:30~16:30,09:00~14:00,126.8376993,37.5601355,피부과
A1120703,"서울특별시 중구 명동8나길 9, 명동근린생활시설 4층 (충무로1가)",의원,F,점심시간 13:00~14:00,매월 마지막주 수요일 17시까지 진료,발산역 1번 출구,톡스앤필의원명동점,02-318-5113,02-3468-3060,11:00~21:00,11:00~17:00,10:30~16:30,09:00~14:00,126.9844307,37.56129479,가정의학과
A1118507,"서울특별시 강남구 테헤란로 141, 3층 (역삼동, KR타워 )",의원,F,대체 공휴일은 운영(평일 시간과 동일),매월 마지막주 수요일 17시까지 진료,역삼역 4번 출구,투명피부과의원,02-556-5522,02-3468-3060,11:00~20:00,10:00~16:00,10:30~16:30,09:00~14:00,127.0346735,37.50054882,피부과
A1116818,"서울특별시 양천구 목동로 203, 5층 (신정동, 로데오빌딩)",의원,F,점심시간 13:00~14:00,매월 마지막주 수요일 17시까지 진료,가든호텔 큰길 건너편,트로이성형외과의원,18008630,02-3468-3060,10:00~19:00,10:00~16:00,10:30~16:30,09:00~14:00,126.8638052,37.52670541,피부과
A1102359,"서울특별시 용산구 이촌로 224 (이촌동, 리버뷰맨션)",의원,F,점심시간 13:00~14:00,매월 마지막주 수요일 17시까지 진료,이촌역 4번출구 인근,트리니티내과의원,02-793-7127,02-3468-3060,08:30~18:00,08:30~14:00,10:30~16:30,09:00~14:00,126.9719349,37.52025734,내과
A1121716,"서울특별시 강남구 도산대로 108, 3층 (논현동)",의원,F,점심시간 13:00~14:00,매월 마지막주 수요일 17시까지 진료,이촌역 4번출구 인근,트리니티여성의원,02-512-8875,02-3468-3060,10:00~20:00,10:00~15:00,10:30~16:30,09:00~14:00,127.0206546,37.51619355,가정의학과
A1118571,"서울특별시 서초구 강남대로 535, 2층 (반포동, 프린스빌딩)",의원,F,점심시간 13:00~14:00,매월 마지막주 수요일 17시까지 진료,논현역 3번 출구,트윙클의원,02-3444-7579,02-3468-3060,08:30~18:30,10:00~15:00,10:30~16:30,09:00~14:00,127.0215984,37.50960884,가정의학과
A1120073,"서울특별시 종로구 종로5길 13, 삼공빌딩 3층 (청진동)",의원,F,점심시간 13:00~14:00,일반 피부질환도 진료가능,논현역 3번 출구,트윙클의원,02-6931-7555,02-3468-3060,11:00~20:30,10:30~14:30,10:30~16:30,09:00~14:00,126.9804667,37.57103217,가정의학과
A1101066,"서울특별시 강동구 양재대로 1619, 2층 (천호동)",의원,F,점심시간 13:00~14:00,점심 13~14시,5호선 명일역 1번 출구 50m 2층,튼튼나무정형외과의원,02-3784-5211,02-3468-3060,09:30~18:30,09:30~15:00,10:30~16:30,09:00~14:00,127.1435159,37.54998938,정형외과
A1118832,"서울특별시 종로구 종로 293, 5층 (창신동, 하나저축은행)",의원,F,점심시간 13:00~14:00,점심 13~14시,동대문역 1번 출구,튼튼내과의원,02-3675-7582,02-3468-3060,08:30~18:00,08:30~13:00,10:30~16:30,09:00~14:00,127.0104957,37.57186584,내과
A1102533,"서울특별시 마포구 백범로37길 26, 3층 (신공덕동)",의원,F,"평알, 토요일 외래진료 시간 이후 야간 진료가능 24시 진료 가능 전화 후 방문해 주세요(대표번호 02-3444-0119)",점심 13~14시,7호선 청담역 13번 출구,튼튼사랑소아청소년과의원,02-702-2191,02-3468-3060,09:00~18:00,09:00~13:00,00:00~00:00,08:30~17:30,126.9549468,37.54421922,내과
A1106500,서울특별시 성북구 정릉로31길 6 (정릉동),의원,F,점심시간 12:30~14:00,점심 13~14시,경남아파트 단지 인근,튼튼소아과의원,02-919-7557,02-3468-3060,09:00~18:00,09:00~12:00,00:00~00:00,08:30~17:30,127.0166245,37.6035116,내과
A1106749,"서울특별시 은평구 은평터널로 196, 2층 (신사동)",의원,F,점심시간 12:30~14:00,점심 13~14시,신사사거리 근처,튼튼소아과의원,02-305-3875,02-3468-3060,09:00~18:30,09:00~13:00,00:00~00:00,08:30~17:30,126.9091361,37.59584099,내과
A1106706,서울특별시 동대문구 사가정로 148 (전농동),의원,F,점심시간 12:30~14:00,점심 13~14시,전농사거리 신한은행건물 내 위치(SK스포츠상가 1층),튼튼소아과의원,02-2244-0075,02-3468-3060,09:00~19:00,09:00~16:00,00:00~00:00,09:00~13:00,127.0615702,37.57665795,내과
A1106914,"서울특별시 서초구 동산로 64, 4층 (양재동, WTC빌딩)",의원,F,점심시간 12:30~14:00,점심 13~14시,전농사거리 신한은행건물 내 위치(SK스포츠상가 1층),튼튼소아청소년과의원,02-573-3984,02-3468-3060,09:00~19:00,09:00~13:00,00:00~00:00,09:00~13:00,127.045766,37.47180288,내과
A1123576,"서울특별시 송파구 풍성로 55, 1층 (풍납동)",의원,F,점심시간 12:30~14:00,점심 13~14시,전농사거리 신한은행건물 내 위치(SK스포츠상가 1층),튼튼소아청소년과의원,02-471-0990,02-3468-3060,09:00~18:00,09:00~13:00,00:00~00:00,09:00~13:00,127.1186728,37.53396926,내과
A1101145,"서울특별시 양천구 지양로 73, 2층 (신월동)",의원,F,점심 13-14시,점심 13~14시,시영아파트 중문 앞 영마트 건너편 2층,튼튼소아청소년과의원,02-2601-8979,02-3468-3060,09:00~18:30,09:00~14:00,00:00~00:00,10:00~12:00,126.8335467,37.52198143,내과
A1117767,서울특별시 용산구 이촌로64길 24 (이촌동),의원,F,"월, 수 오후 9시까지 야간진료. 화, 목은 오후 7시, 토요일은 오후 3시까지 진료하고, 금요일과 일요일은 휴진입니다. 평일 점심시간 오후 1시부터 2시입니다. 토요일은 점심 시간 없이 진료합니다. 일요일을 제외한 법정공휴일과 임시공휴일은 병원 내규에 따라 휴진을 정합니다. 병원 홈페이지(tipclinic.co.kr) 공지사항을 참고해 주세요.","한의학박사, 한방재활의학과전문의가 진료합니다.",LG한강자이아파트 근처,티아이피재활의학과의원,02-6959-8228,02-3468-3060,09:30~21:00,09:00~15:00,09:00~13:00,09:00~15:00,126.9698739,37.52000456,내과
A1105894,"서울특별시 서초구 서초중앙로 227, 8층 (반포동)",의원,F,"월, 수 오후 9시까지 야간진료. 화, 목은 오후 7시, 토요일은 오후 3시까지 진료하고, 금요일과 일요일은 휴진입니다. 평일 점심시간 오후 1시부터 2시입니다. 토요일은 점심 시간 없이 진료합니다. 일요일을 제외한 법정공휴일과 임시공휴일은 병원 내규에 따라 휴진을 정합니다. 병원 홈페이지(tipclinic.co.kr) 공지사항을 참고해 주세요.","한의학박사, 한방재활의학과전문의가 진료합니다.",삼호가든사거리 인근,티엔피부과의원,02-537-6030,02-3468-3060,09:30~18:30,09:30~15:30,09:00~13:00,09:00~15:00,127.0114359,37.50190486,피부과
A1100478,"서울특별시 송파구 마천로5길 4 (오금동, 삼대양빌딩 5층 가호)",의원,F,"2,4주 목요일 휴진 1,3,5주 목요일 4시까지 진료","한의학박사, 한방재활의학과전문의가 진료합니다.",방이역1번출구,티엘안과의원,02-404-5111,02-3468-3060,10:00~18:30,10:00~15:00,09:00~13:00,09:00~15:00,127.1267384,37.50872111,안과
A1103809,"서울특별시 동작구 상도로 174, 8층 (상도동)",의원,F,점심시간 13:00~14:00,"한의학박사, 한방재활의학과전문의가 진료합니다.",방이역1번출구,티엘여성의원,1800-9631,02-3468-3060,09:30~18:30,09:30~13:00,09:00~13:00,09:00~15:00,126.9384169,37.5042536,내과
A1119740,"서울특별시 강남구 강남대로 606, 403,405호 (논현동, 삼주빌딩)",의원,F,점심시간 13:00~14:00,"한의학박사, 한방재활의학과전문의가 진료합니다.",신사역 3번 출구,티제이성형외과의원,02-546-4567,02-3468-3060,10:00~19:00,10:00~16:00,09:00~13:00,09:00~15:00,127.0201568,37.51586927,피부과
A1123349,"서울특별시 강남구 강남대로 492, 한맥빌딩 14층 (논현동)",의원,F,점심시간 13:00~14:00,"한의학박사, 한방재활의학과전문의가 진료합니다.",신사역 3번 출구,티티성형외과의원,02-6953-7566,02-3468-3060,10:00~19:00,10:00~17:00,09:00~13:00,09:00~15:00,127.0241132,37.50620724,가정의학과
A1119263,"서울특별시 강남구 압구정로 156, 카로시티2빌딩 207호 (신사동)",의원,F,"소아과 : 월,화,목,금 09:00 ~ 18:00, 수요일 09:00~13:00, 토요일 09:00~15:00, 일요일, 공휴일 휴진","산부인과,소아과 같은주소,전화번호 사용/점심시간 13:00~14:00, 야간진료 18시~20시까지/ 소아과 야간진료 없음.",신사역 6번 출구,포유성형외과의원,02-540-4567,02-3468-3060,10:00~19:00,10:00~15:00,09:00~13:00,09:00~13:00,127.0244542,37.52678501,피부과
A1100334,"서울특별시 양천구 목동서로 155, 지하1층 (목동, 동양파라곤)",의원,F,점심시간 13:00~14:00,매주 마지막주 토요일 휴무//,SBS방송국 근처. 동양파라곤 지하1층.,파라곤내과의원,02-2649-0067,02-3468-3060,09:00~18:00,09:30~14:00,09:00~13:00,09:00~15:00,126.8751769,37.52948945,내과
A1104526,"서울특별시 강남구 압구정로28길 48, 참빌딩 3층 (신사동)",의원,F,점심시간 13:00~14:00,재활 중심 파라솔요양병원,브라운스톤상가 202,파란성형외과의원,02-549-5123,02-3468-3060,10:00~19:00,10:00~15:00,09:00~13:00,09:00~15:00,127.0274531,37.52337496,피부과
A1106738,"서울특별시 서초구 신반포로33길 27, 305호 (잠원동, 파스텔프라자)",의원,F,점심시간 13:00~14:00,재활 중심 파라솔요양병원,반포역 5번출구에서 경원중학교 방향/파스텔프라자 305호,파스텔연세소아청소년과의원,02-537-2123,02-3468-3060,09:00~18:00,09:00~13:00,09:00~13:00,09:00~15:00,127.0100437,37.51036723,내과
A1123790,"서울특별시 송파구 올림픽로 116, 메디씨티 빌딩 10층 (잠실동)",의원,F,점심시간 13:00~14:00,재활 중심 파라솔요양병원,여의도역 1~2번출구 사학연금회관 1층,파크뷰의원,02-6952-3933,02-3468-3060,10:00~20:00,10:00~17:00,09:00~13:00,09:00~15:00,127.0834928,37.5113561,가정의학과
A1122736,"서울특별시 영등포구 여의대로 108, 파크원 2층 202호 (여의도동)",의원,F,점심시간 13:30~14:30,재활 중심 파라솔요양병원,언주역 6번 출구,파크원연세마디의원,02-2118-0147,02-3468-3060,09:00~19:00,09:00~14:00,09:00~13:00,09:00~15:00,126.9272574,37.52673631,가정의학과
A1123089,"서울특별시 송파구 올림픽로35길 10, B상가동 5층 506호 (신천동, 파크리오)",의원,F,점심시간 13:30~14:30,재활 중심 파라솔요양병원,언주역 6번 출구,파크포레의원,02-420-9548,02-3468-3060,13:00~20:30,09:30~15:30,09:00~13:00,09:00~15:00,127.113265,37.52031404,가정의학과
A1104963,"서울특별시 성동구 고산자로 342, 2층 (마장동)",의원,F,점심시간 12:00~13:00,재활 중심 파라솔요양병원,언주역 6번 출구,파티마의원,02-2292-3377,02-3468-3060,08:30~18:00,08:30~13:00,09:00~13:00,09:00~15:00,127.0378344,37.56993571,가정의학과
A1102133,"서울특별시 송파구 바람드리길 34, 2층 (풍납동)",의원,F,점심시간 12:00~13:00,통증의학과 가정의학과 내과 정형외과 피부비뇨기과 이비인후과,언주역 6번 출구,파티마의원,02-472-9075,02-3468-3060,09:00~18:30,09:00~13:00,09:00~13:00,09:00~15:00,127.1194621,37.53754543,가정의학과
A1103519,"서울특별시 노원구 중계로 160, 화인상가아파트 (중계동)",의원,F,점심시간 12:00~13:00,통증의학과 가정의학과 내과 정형외과 피부비뇨기과 이비인후과,수암초등학교 옆 화인상가,파티마의원,02-933-0081,02-3468-3060,09:00~18:30,09:00~13:00,09:00~13:00,09:00~15:00,127.0812226,37.64925261,가정의학과
A1117292,서울특별시 강남구 압구정로 436 (청담동) 6층,의원,F,외래 진료는 시행하지 않음,"인공투석, 재활, 요양",KT 중랑지사 옆,팜스프링서울의원,02-3477-9114,02-3468-3060,10:00~19:00,10:00~15:00,09:30~13:00,09:30~13:00,127.0446229,37.52653404,내과
A1103548,"서울특별시 강남구 논현로 837, 원방빌딩 1,2,3층 (신사동)",의원,F,외래 진료는 시행하지 않음,"인공투석, 재활, 요양",KT 중랑지사 옆,팝성형외과의원,02-545-0025,02-3468-3060,10:00~19:00,10:00~17:00,09:30~13:00,09:30~13:00,127.0279599,37.5233388,가정의학과
A1122946,"서울특별시 서초구 서초대로78길 22, 홍우제2빌딩 5,6층 (서초동)",의원,F,외래 진료는 시행하지 않음,"인공투석, 재활, 요양",3층 306호,퍼스트삼성안과의원,1661-1191,02-3468-3060,09:30~18:30,09:30~16:00,09:30~13:00,11:00~18:00,127.0275474,37.49580573,안과
A1116813,"서울특별시 마포구 백범로31길 7, 106,107호 (공덕동, 공덕SK리더스뷰)",의원,F,점심시간 13:00~14:00,관악구에서 턱관절 특화 진료를 다년간 하고 있습니다. 물론 일반 치과진료도 꼼꼼히 잘 하고 있습니다.,청한빌라 앞 교차로 인근,퍼스트피부과의원,02-707-3555,02-3468-3060,10:00~20:00,10:00~14:00,09:30~13:00,11:00~18:00,126.9487024,37.54526277,가정의학과
A1121533,"서울특별시 서초구 강남대로 487, 원빌딩 5,6층 (반포동)",의원,F,점심시간 13:00~14:00,관악구에서 턱관절 특화 진료를 다년간 하고 있습니다. 물론 일반 치과진료도 꼼꼼히 잘 하고 있습니다.,청한빌라 앞 교차로 인근,퍼펙트라인의원,02-574-8007,02-3468-3060,10:00~19:00,10:00~16:00,09:30~13:00,11:00~18:00,127.0234159,37.50577021,가정의학과
A1119232,"서울특별시 강북구 삼양로 337, 2,3층 (수유동)",의원,F,1시간전에 접수마감합니다.,점심 13~14시,수유1동성당 맞은편,튼튼우리의원,02-980-7575,02-3468-3060,09:00~18:30,09:00~14:00,09:00~13:00,10:00~12:00,127.0173472,37.63362251,가정의학과
A1103535,"서울특별시 강남구 삼성로 642, 1층 (삼성동)",의원,F,일반진료/피부미용/화상/,"토요일 첫째,셋째주 휴무",청담역 6번출구,한피부과의원,02-549-1417,02-2290-8114,10:00~18:00,10:00~13:00,09:00~17:30,09:00~17:30,127.0513228,37.51740137,정형외과
A1120062,"서울특별시 서초구 강남대로 477, 1~2층 (반포동)",의원,F,수요일 휴무  법정 공휴일로 인한 영업시간 휴무시 수요일 정상 영업  19시 이후 20시까지 단순 상담 및 진료만 운영,"페이지랩, 필러에 진심인 병원 필러는 가장 빠르고 간단한 시술로 알려져 있지만, 의료진 측면에서는 많은 경험과 노하우를 필요로 하는 시술입니다.  할 수 있는 것과 잘 하는 것의 차이, 페이지랩 의료진은 국내 1등의 필러 전문 병원을 만들기 위해  끊임 없이 연구하고 노력합니다.",신논현역 2번 출구,페이지성형외과의원,02-1522-7785,02-3468-3060,11:00~19:00,11:00~17:00,09:30~13:00,11:00~18:00,127.0237277,37.50485112,가정의학과
